Year,State,Electric (EV),Plug-In Hybrid Electric (PHEV),Hybrid Electric (HEV),Biodiesel,Ethanol/Flex (E85),Compressed Natural Gas (CNG),Propane,Hydrogen,Methanol,Gasoline,Diesel,Unknown Fuel
2018,Missouri,3500,4200,98600,0,744500,17800,0,0,0,4638300,212900,60600
2018,Montana,500,400,10000,0,123700,4400,0,0,0,729000,89600,18400
2018,Nebraska,900,1000,16800,0,246300,8400,0,0,0,1474400,84200,34000
2018,Nevada,5100,2900,37300,0,171800,6200,0,0,0,2005700,90600,32800
2018,New Hampshire,1200,2000,20700,0,124700,1400,0,0,0,1145600,33600,15800
2018,New Jersey,13400,10800,89200,0,540100,3800,0,0,0,6333400,109700,50700
2018,New Mexico,1300,1300,25000,0,183700,6900,0,0,0,1478700,100000,33500
2018,New York,15500,24300,173200,0,1003900,7800,0,0,0,9967300,184600,107000
2018,North Carolina,7300,6500,119400,0,791100,22300,0,0,0,7205800,229300,99200
2018,North Dakota,100,200,3700,0,133300,4300,0,0,0,560300,54700,15900
2018,Ohio,6400,7200,104900,0,1075400,17600,0,0,0,8725900,220800,96000
2018,Oklahoma,3700,1300,27800,0,629100,17100,0,0,0,3204200,178300,64500
2018,Oregon,13800,8400,96300,0,210600,13500,0,0,0,3177400,238000,85700
2018,Pennsylvania,8000,9500,114800,0,893300,11900,0,0,0,8661000,227000,77500
2018,Rhode Island,700,1200,12400,0,55500,600,0,0,0,792000,13200,7800
2018,South Carolina,2000,2200,43800,0,462200,14100,0,0,0,3906000,112500,61700
2018,South Dakota,200,300,6300,0,135300,5000,0,0,0,689100,62000,21600
2018,Tennessee,3900,2900,59200,0,567600,19100,0,0,0,5059400,164100,55600
2018,Texas,24500,14700,227700,0,3005900,51300,0,0,0,18453800,1019300,175300
2018,Utah,5600,3400,40900,0,214100,9700,0,0,0,2221100,173700,36600
2018,Vermont,1100,2000,12600,0,57500,600,0,0,0,513600,19100,7700
2018,Virginia,9900,8100,141300,0,569100,15100,0,0,0,6721800,173400,55800
2018,Washington,30200,13700,177800,0,387400,21400,0,0,0,5608000,295400,110600
2018,West Virginia,200,500,10100,0,172900,3500,0,0,0,1256800,54700,16500
2018,Wisconsin,3700,4500,70900,0,696300,11400,0,0,0,4515800,162500,47100
2018,Wyoming,200,200,4100,0,71500,4200,0,0,0,450100,72900,20400
2018,United States,572600,461300,4242400,0,26288400,609200,0,9400,300,229074100,8279800,2668600
2019,Alabama,2000,1800,33700,0,543900,15900,0,0,0,3806700,144900,44300
2019,Alaska,700,400,5800,0,64000,3200,0,0,0,473700,40100,14600
2019,Arizona,19500,9600,108100,0,571500,14300,0,0,0,5186900,208800,99000
2019,Arkansas,900,1000,21100,0,383000,8000,0,0,0,2059000,105200,16700
2019,California,349700,247300,1154200,0,1698700,76200,0,12700,300,29210100,785800,136900
2019,Colorado,19200,9300,92400,0,447700,12600,0,0,0,4347900,246700,73600
2019,Connecticut,6900,5700,47400,0,196800,2300,0,0,0,2632800,53100,27700
2019,Delaware,1300,1300,13200,0,85500,1000,0,0,0,768600,17200,6800
2019,District of Columbia,1800,1300,13700,0,22500,200,0,0,0,286300,2400,1100
2019,Florida,40300,20400,235300,0,1486600,14200,0,0,0,14726700,408500,139200
2019,Georgia,19000,8400,101800,0,890400,22000,0,0,0,7552700,237500,101800
2019,Hawaii,8800,2900,25800,0,55600,1000,0,0,0,970900,17900,6800
2019,Idaho,1600,1500,21900,0,148600,10500,0,0,0,1453500,147200,25500
2019,Illinois,19300,11600,177300,0,1153600,13400,0,0,0,8665900,209000,98000
2019,Indiana,5100,4700,68900,0,745100,14500,0,0,0,4887900,175900,70700
2019,Iowa,1600,2400,33100,0,448900,10200,0,0,0,2397900,120300,71000
2019,Kansas,2300,2100,31700,0,313500,11300,0,0,0,2094100,98800,29500
2019,Kentucky,1900,1800,38000,0,442000,12000,0,0,0,3309900,129100,38900
2019,Louisiana,1400,1000,19800,0,554400,8500,0,0,0,3030400,162300,30800
2019,Maine,1300,2200,20600,0,141300,1300,0,0,0,1002000,32500,11200
2019,Maryland,13200,10000,100700,0,400600,4400,0,0,0,4068900,107000,39400
2019,Massachusetts,14100,12900,112400,0,400100,2300,0,0,0,4613000,72600,36800
2019,Michigan,6600,12400,86500,0,1353800,13100,0,0,0,6786400,224900,67800
2019,Minnesota,7700,5800,77400,0,704600,10100,0,0,0,4174400,155100,43800
2019,Mississippi,500,600,14400,0,366500,5600,0,0,0,2166800,95100,14800
2019,Missouri,4900,5000,86200,0,764500,15900,0,0,0,4591200,219600,55900
2019,Montana,700,500,10500,0,129000,3900,0,0,0,717800,90900,16800
2019,Nebraska,1300,1100,18200,0,256900,7700,0,0,0,1476500,87000,32400
2019,Nevada,7900,3600,40100,0,181300,5700,0,0,0,2037600,95500,32000
2019,New Hampshire,1900,2200,21900,0,133100,1300,0,0,0,1156800,35000,15700
2019,New Jersey,20200,11700,99900,0,561100,3300,0,0,0,6384100,110900,51400
2019,New Mexico,1900,1600,26800,0,194100,6400,0,0,0,1490400,104300,31600
2019,New York,23000,28000,182800,0,1027800,7000,0,0,0,9935300,186100,107200
2019,North Carolina,11600,8100,126600,0,846400,20600,0,0,0,7311100,242600,96300
2019,North Dakota,200,200,4000,0,135800,4000,0,0,0,563900,56700,14000
2019,Ohio,10200,8600,114500,0,1127400,15800,0,0,0,8735800,231500,92200
2019,Oklahoma,3400,1600,28500,0,621500,15700,0,0,0,3228200,186900,62000
2019,Oregon,18800,10400,102000,0,222400,12100,0,0,0,3125800,243500,80100
2019,Pennsylvania,12000,11200,126300,0,931800,10500,0,0,0,8676900,234000,72900
2019,Rhode Island,1100,1300,13100,0,57700,500,0,0,0,792000,13100,7800
2019,South Carolina,3000,2600,46500,0,493800,13000,0,0,0,3954600,119000,59600
2019,South Dakota,300,400,6600,0,137000,4500,0,0,0,683200,63200,20000
2019,Tennessee,5700,3600,64300,0,611900,17400,0,0,0,5160900,172700,53000
2019,Texas,38400,18100,244600,0,3200700,47300,0,100,0,19293900,1070200,178000
2019,Utah,8000,4400,45300,0,230100,9200,0,0,0,2291100,183300,36300
2019,Vermont,1700,2000,13300,0,59100,600,0,0,0,509000,19400,7400
2019,Virginia,15000,9800,151000,0,603200,13600,0,0,0,6750300,178400,52200
2019,Washington,40400,16100,193400,0,408800,19600,0,0,0,5612100,308700,100300
2019,West Virginia,400,600,10900,0,177300,3100,0,0,0,1234300,56300,15400
2019,Wisconsin,4700,5300,76200,0,733700,10100,0,0,0,4519800,168800,45300
2019,Wyoming,200,200,4200,0,75100,3800,0,0,0,452800,75400,19100
2019,United States,783600,536600,4512900,0,27540700,560700,0,12800,300,231358800,8550900,2601600
2020,Alabama,2900,2100,36300,0,567600,15100,0,0,0,3863500,154100,41600
2020,Alaska,900,400,6200,0,64000,2700,0,0,0,460900,39600,11400
2020,Arizona,28800,11200,115400,0,584800,13800,0,0,0,5202200,226000,103400
2020,Arkansas,1300,1100,22400,0,392800,7200,0,0,0,2093700,111100,15700
2020,California,425300,265500,1228700,0,1745100,75300,0,14000,300,29642700,825900,116700
2020,Colorado,24700,10800,96500,0,447000,11400,0,0,0,4263300,249700,89600
2020,Connecticut,9000,6200,49600,0,199300,2000,0,0,0,2577600,53000,26100
2020,Delaware,1900,1500,14800,0,89700,1000,0,0,0,780600,17900,6600
2020,District of Columbia,2400,1600,14300,0,21900,200,0,0,0,274400,2300,1200
2020,Florida,58200,22400,248500,0,1513000,13100,0,0,0,14925500,433700,127300
2020,Georgia,23500,9400,109000,0,919400,21000,0,0,0,7665100,252800,97600
2020,Hawaii,10700,3200,26400,0,52700,900,0,100,0,948300,18000,6000
2020,Idaho,2300,1700,24900,0,156300,9900,0,0,0,1480700,155700,26900
2020,Illinois,26000,13000,190600,0,1154700,12100,0,0,0,8533600,213600,90600
2020,Indiana,7000,5300,75300,0,774400,13400,0,0,0,4916700,183700,70300
2020,Iowa,2300,2600,36400,0,459900,9500,0,0,0,2402200,125300,69100
2020,Kansas,3100,2400,34000,0,324700,10600,0,0,0,2086800,102900,27700
2020,Kentucky,2600,2100,41300,0,458800,10900,0,0,0,3281300,133700,36500
2020,Louisiana,2000,1200,21600,0,556600,7700,0,0,0,3039100,164900,28000
2020,Maine,1900,2800,22400,0,148500,1200,0,0,0,1001700,34600,10900
2020,Maryland,18000,11900,109700,0,406600,4100,0,0,0,4136000,111700,37900
2020,Massachusetts,21000,15600,122600,0,418900,2100,0,0,0,4697000,75500,36800
2020,Michigan,10600,12500,93400,0,1348900,11200,0,0,0,6728600,217400,62100
2020,Minnesota,10400,6700,83800,0,722800,9100,0,0,0,4162400,161700,43000
2020,Mississippi,800,700,15800,0,381000,5000,0,0,0,2197800,99600,13800
2020,Missouri,6700,5300,77600,0,744100,14000,0,0,0,4442300,212200,52100
2020,Montana,900,600,11200,0,130600,3600,0,0,0,714000,93100,16400
2020,Nebraska,1800,1300,20200,0,262800,7200,0,0,0,1482500,90400,31700
2020,Nevada,11000,4200,42900,0,183700,5100,0,0,0,2036400,99100,28900
2020,New Hampshire,2700,2500,23300,0,135900,1200,0,0,0,1159600,37600,15800
2020,New Jersey,30400,12800,104600,0,548400,2900,0,0,0,6227300,106700,47000
2020,New Mexico,2600,1900,28500,0,197900,6000,0,0,0,1490700,108100,30300
2020,New York,32600,32600,192700,0,1020500,6200,0,0,0,9890800,189900,102600
2020,North Carolina,16200,9300,133400,0,878800,19700,0,0,0,7376600,256300,93400
2020,North Dakota,200,300,4400,0,135600,3700,0,0,0,567200,57700,12500
2020,Ohio,14500,9500,124100,0,1153500,14100,0,0,0,8690900,240900,88900
2020,Oklahoma,3400,1800,30100,0,574100,14800,0,0,0,3126100,190800,60600
2020,Oregon,22800,11800,106100,0,222000,10900,0,0,0,2990200,246200,82600
2020,Pennsylvania,17500,12800,140800,0,953200,9600,0,0,0,8781500,241000,69500
2020,Rhode Island,1600,1600,14100,0,59100,500,0,0,0,785400,13300,7500
2020,South Carolina,4400,3000,49700,0,515600,12200,0,0,0,4004100,127200,56200
2020,South Dakota,400,500,7200,0,139400,4100,0,0,0,688400,65500,19500
2020,Tennessee,7800,4300,68700,0,638600,16500,0,0,0,5218400,181600,50900
2020,Texas,52200,20400,262300,0,3250000,43600,0,100,0,19609700,1107000,163600
2020,Utah,11200,5200,49800,0,231700,8700,0,0,0,2346000,191400,35700
2020,Vermont,2200,2300,13900,0,58800,500,0,0,0,501000,19700,6800
2020,Virginia,20500,11200,157800,0,618500,12200,0,0,0,6646500,183700,46800
2020,Washington,50500,18400,211300,0,424000,18700,0,0,0,5687600,326300,95300
2020,West Virginia,600,700,11900,0,178200,2800,0,0,0,1216500,57800,14200
2020,Wisconsin,6300,5900,82500,0,755700,8700,0,0,0,4494600,175200,41900
2020,Wyoming,300,300,4700,0,77100,3600,0,0,0,456200,77400,18700
2020,United States,1018900,594400,4813700,0,27997200,521600,0,14200,300,231992200,8860500,2486200
2021,Alabama,4700,3300,42500,40500,449500,500,100,0,0,4051000,123500,32000
2021,Alaska,1300,500,7300,7600,50100,100,0,0,0,464200,31700,6300
2021,Arizona,40700,15500,132200,51000,460400,900,900,0,0,5395300,191800,70500
2021,Arkansas,2400,1800,26100,28700,290200,300,0,0,0,2241600,88800,11000
2021,California,563100,315300,1355900,163600,1343200,12600,1500,11800,0,30512600,710500,10400
2021,Colorado,37000,16100,113600,53800,346700,600,100,0,0,4456600,208400,53500
2021,Connecticut,13300,9200,55400,8800,140700,400,0,0,0,2578400,44300,21500
2021,Delaware,3000,2000,16700,4100,67400,100,0,0,0,796400,14600,5300
2021,District of Columbia,3700,2500,16100,300,17400,100,0,0,0,278900,2100,600
2021,Florida,95600,32200,287000,129300,1154600,600,100,0,0,15595900,336900,97400
2021,Georgia,34000,13600,128200,70200,745200,700,300,0,0,8123100,203200,81200
2021,Hawaii,14200,4500,28800,2800,42200,100,0,0,0,968200,15700,4300
2021,Idaho,3500,2500,30400,33400,132500,300,100,0,0,1545500,133500,29400
2021,Illinois,36500,18300,214300,48100,822300,800,100,0,0,8657800,169900,59600
2021,Indiana,10400,7500,88200,41100,587400,800,100,0,0,5149000,151600,61000
2021,Iowa,3700,3600,42500,31100,343600,300,0,0,0,2525400,100900,59600
2021,Kansas,4500,3300,38300,21400,260900,400,100,0,0,2158100,85900,19900
2021,Kentucky,4200,3100,48300,27100,365800,600,0,0,0,3422900,116200,28300
2021,Louisiana,3200,2000,26000,54400,413200,300,0,0,0,3185200,115000,20700
2021,Maine,3000,4200,25500,9100,112200,100,0,0,0,1044300,27400,8900
2021,Maryland,25600,17200,130900,27700,347200,400,0,0,0,4380600,89500,32100
2021,Massachusetts,30500,22200,138800,17500,306900,400,0,0,0,4816400,59700,30800
2021,Michigan,17500,17200,106400,52100,912200,500,100,0,0,7067400,173200,51600
2021,Minnesota,15000,8900,95200,40100,548700,300,0,0,0,4342800,128700,29800
2021,Mississippi,1300,1100,18700,27400,305000,200,0,0,0,2289900,76000,9600
2021,Missouri,10000,7200,85600,55800,602500,1800,100,0,0,4582100,172100,40700
2021,Montana,1600,1100,13900,27500,100500,100,0,0,0,761800,70900,12200
2021,Nebraska,2700,2000,23700,21600,202500,200,0,0,0,1574900,73800,27300
2021,Nevada,17400,6300,50200,21300,133600,300,100,0,0,2140700,84700,22800
2021,New Hampshire,4000,3500,27000,11300,102800,200,0,0,0,1187400,29300,12700
2021,New Jersey,47800,18500,121500,23900,412200,500,100,0,0,6346100,86400,38100
2021,New Mexico,4200,2800,32800,25200,156900,200,100,0,0,1569000,87600,24500
2021,New York,51900,44600,221600,43000,663700,900,100,0,0,10116400,152400,83200
2021,North Carolina,25200,13500,151600,61000,687700,800,200,0,0,7685800,210000,77000
2021,North Dakota,400,400,5400,16000,95700,100,0,0,0,607000,42800,9000
2021,Ohio,21200,13100,143700,54600,875100,1200,100,0,0,9019200,199200,68800
2021,Oklahoma,7100,6900,38700,50700,391100,2400,300,0,0,3429700,148500,48700
2021,Oregon,30300,16900,123200,43900,193700,300,100,0,0,3094700,217800,63900
2021,Pennsylvania,26800,17800,168200,58600,723000,1200,100,0,0,9035500,195000,51000
2021,Rhode Island,2500,2400,16300,2500,44100,100,0,0,0,796100,11300,6300
2021,South Carolina,7400,4700,57400,32100,411800,400,100,0,0,4200600,104900,46000
2021,South Dakota,700,700,8700,16900,105000,100,0,0,0,726200,51100,15700
2021,Tennessee,12200,6300,79800,38400,511000,500,100,0,0,5396100,150200,39600
2021,Texas,80900,30600,304700,376300,2422300,2200,1600,0,0,20599100,765100,131100
2021,Utah,16500,7500,58500,51600,190200,2600,700,0,0,2428900,153800,27400
2021,Vermont,3400,3200,15800,5600,42000,100,0,0,0,511900,15000,5400
2021,Virginia,30700,15800,176500,35300,506600,600,100,0,0,6661000,154300,32700
2021,Washington,66800,24300,240000,59000,359700,600,100,0,0,5792000,283600,64400
2021,West Virginia,1000,1000,14500,13900,129800,200,0,0,0,1268300,46100,10900
2021,Wisconsin,9300,7700,93500,39800,556500,700,100,0,0,4639100,143300,29900
2021,Wyoming,500,400,5700,17100,59400,100,0,0,0,482400,62100,15600
2021,United States,1454400,786800,5491800,2194100,21244900,40800,7600,11800,0,240699500,7110300,1840200